Date,Open,High,Low,Close,Adj Close,Volume
1977-03-15,1.450000,1.450000,1.440625,1.450000,0.046007,264000
1977-03-16,1.450000,1.450000,1.443750,1.450000,0.046007,792000
1977-03-17,1.450000,1.450000,1.437500,1.437500,0.045611,200000
1977-03-18,1.437500,1.443750,1.434375,1.443750,0.045809,499200
1977-03-21,1.443750,1.443750,1.431250,1.443750,0.045809,499200
1977-03-22,1.443750,1.475000,1.437500,1.475000,0.046800,923200
1977-03-23,1.475000,1.475000,1.437500,1.446875,0.045908,435200
1977-03-24,1.443750,1.443750,1.431250,1.437500,0.045611,707200
1977-03-25,1.437500,1.443750,1.415625,1.415625,0.044917,320000
1977-03-28,1.409375,1.409375,1.400000,1.409375,0.044718,504000
1977-03-29,1.409375,1.415625,1.406250,1.415625,0.044917,392000
1977-03-30,1.415625,1.415625,1.393750,1.396875,0.044322,496000
1977-03-31,1.396875,1.431250,1.396875,1.418750,0.045016,800000
1977-04-01,1.418750,1.437500,1.412500,1.437500,0.045611,651200
1977-04-04,1.437500,1.443750,1.431250,1.437500,0.045611,1352000
1977-04-05,1.434375,1.434375,1.343750,1.362500,0.043231,6443200
1977-04-06,1.362500,1.365625,1.281250,1.312500,0.041644,1776000
1977-04-07,1.312500,1.362500,1.300000,1.356250,0.043033,2059200
1977-04-11,1.356250,1.356250,1.350000,1.356250,0.043033,779200
1977-04-12,1.356250,1.409375,1.350000,1.403125,0.044520,2011200
1977-04-13,1.400000,1.400000,1.318750,1.362500,0.043231,1675200
1977-04-14,1.362500,1.375000,1.325000,1.331250,0.042239,2067200
1977-04-15,1.331250,1.356250,1.328125,1.356250,0.043033,531200
1977-04-18,1.350000,1.350000,1.337500,1.337500,0.042438,499200
1977-04-19,1.337500,1.346875,1.331250,1.331250,0.042239,168000
1977-04-20,1.331250,1.334375,1.318750,1.318750,0.041843,424000
1977-04-21,1.312500,1.312500,1.300000,1.300000,0.041248,515200
1977-04-22,1.300000,1.303125,1.268750,1.278125,0.040554,347200
1977-04-25,1.268750,1.268750,1.256250,1.259375,0.039959,624000
1977-04-26,1.262500,1.281250,1.262500,1.265625,0.040157,696000
1977-04-27,1.271875,1.306250,1.271875,1.293750,0.041050,1091200
1977-04-28,1.293750,1.306250,1.281250,1.290625,0.040950,915200
1977-04-29,1.290625,1.300000,1.281250,1.300000,0.041248,283200
1977-05-02,1.300000,1.309375,1.284375,1.293750,0.041050,984000
1977-05-03,1.300000,1.331250,1.300000,1.331250,0.042239,1451200
1977-05-04,1.340625,1.381250,1.340625,1.375000,0.043628,1195200
1977-05-05,1.375000,1.406250,1.365625,1.378125,0.043727,1211200
1977-05-06,1.378125,1.393750,1.371875,1.387500,0.044024,779200
1977-05-09,1.387500,1.387500,1.381250,1.381250,0.043826,259200
1977-05-10,1.381250,1.396875,1.375000,1.384375,0.043925,1299200
1977-05-11,1.384375,1.387500,1.362500,1.362500,0.043231,459200
1977-05-12,1.356250,1.356250,1.343750,1.350000,0.042834,395200
1977-05-13,1.350000,1.356250,1.337500,1.356250,0.043033,203200
1977-05-16,1.365625,1.381250,1.365625,1.381250,0.043826,704000
1977-05-17,1.381250,1.387500,1.356250,1.362500,0.043231,336000
1977-05-18,1.362500,1.387500,1.362500,1.371875,0.043528,683200
1977-05-19,1.371875,1.387500,1.365625,1.368750,0.043429,568000
1977-05-20,1.368750,1.371875,1.346875,1.356250,0.043033,504000
1977-05-23,1.350000,1.350000,1.328125,1.328125,0.042140,432000
1977-05-24,1.325000,1.325000,1.312500,1.318750,0.041843,515200
1977-05-25,1.318750,1.337500,1.312500,1.325000,0.042041,443200
1977-05-26,1.325000,1.350000,1.325000,1.350000,0.042834,371200
1977-05-27,1.350000,1.359375,1.331250,1.331250,0.042239,731200
1977-05-31,1.325000,1.325000,1.312500,1.318750,0.041843,648000
1977-06-01,1.318750,1.343750,1.315625,1.340625,0.042537,275200
1977-06-02,1.343750,1.356250,1.343750,1.343750,0.042636,752000
1977-06-03,1.343750,1.362500,1.343750,1.343750,0.042636,643200
1977-06-06,1.350000,1.359375,1.350000,1.353125,0.042933,656000
1977-06-07,1.353125,1.375000,1.350000,1.371875,0.043528,416000
1977-06-08,1.371875,1.384375,1.362500,1.362500,0.043231,1915200
1977-06-09,1.365625,1.378125,1.365625,1.375000,0.043628,1320000
1977-06-10,1.375000,1.400000,1.371875,1.400000,0.044421,792000
1977-06-13,1.400000,1.450000,1.400000,1.409375,0.044718,2960000
1977-06-14,1.409375,1.425000,1.406250,1.406250,0.044619,1576000
1977-06-15,1.403125,1.403125,1.375000,1.378125,0.043727,1056000
1977-06-16,1.378125,1.412500,1.378125,1.406250,0.044619,2448000
1977-06-17,1.406250,1.406250,1.393750,1.400000,0.044421,1136000
1977-06-20,1.400000,1.421875,1.396875,1.412500,0.044817,675200
1977-06-21,1.418750,1.425000,1.418750,1.421875,0.045115,1163200
1977-06-22,1.421875,1.425000,1.415625,1.418750,0.045016,512000
1977-06-23,1.418750,1.468750,1.418750,1.468750,0.046602,1728000
1977-06-24,1.468750,1.484375,1.465625,1.471875,0.046701,2595200
1977-06-27,1.471875,1.490625,1.468750,1.490625,0.047296,1771200
1977-06-28,1.484375,1.484375,1.462500,1.462500,0.046404,712000
1977-06-29,1.462500,1.475000,1.443750,1.475000,0.046800,395200
1977-06-30,1.475000,1.512500,1.450000,1.496875,0.047495,2696000
1977-07-01,1.496875,1.500000,1.468750,1.481250,0.046999,1624000
1977-07-05,1.481250,1.506250,1.468750,1.493750,0.047395,1739200
1977-07-06,1.493750,1.509375,1.490625,1.490625,0.047296,1448000
1977-07-07,1.490625,1.515625,1.487500,1.515625,0.048089,1475200
1977-07-08,1.515625,1.543750,1.500000,1.500000,0.047594,2640000
1977-07-11,1.500000,1.515625,1.500000,1.506250,0.047792,819200
1977-07-12,1.503125,1.503125,1.487500,1.496875,0.047495,675200
1977-07-13,1.500000,1.509375,1.500000,1.500000,0.047594,459200
1977-07-15,1.500000,1.525000,1.493750,1.525000,0.048387,2747200
1977-07-18,1.521875,1.521875,1.500000,1.512500,0.047990,1995200
1977-07-19,1.512500,1.515625,1.509375,1.512500,0.047990,1408000
1977-07-20,1.512500,1.515625,1.506250,1.506250,0.047792,715200
1977-07-21,1.506250,1.506250,1.493750,1.493750,0.047395,483200
1977-07-22,1.493750,1.500000,1.468750,1.468750,0.046602,584000
1977-07-25,1.468750,1.475000,1.443750,1.450000,0.046007,451200
1977-07-26,1.450000,1.456250,1.443750,1.456250,0.046206,984000
1977-07-27,1.456250,1.456250,1.443750,1.450000,0.046007,1387200
1977-07-28,1.450000,1.462500,1.446875,1.462500,0.046404,419200
1977-07-29,1.462500,1.468750,1.462500,1.468750,0.046602,648000
1977-08-01,1.475000,1.490625,1.475000,1.487500,0.047197,691200
1977-08-02,1.481250,1.481250,1.462500,1.462500,0.046404,728000
1977-08-03,1.462500,1.471875,1.443750,1.465625,0.046503,872000
1977-08-04,1.481250,1.503125,1.481250,1.503125,0.047693,984000
1977-08-05,1.503125,1.518750,1.496875,1.496875,0.047495,899200
1977-08-08,1.496875,1.509375,1.493750,1.500000,0.047594,691200
1977-08-09,1.500000,1.512500,1.490625,1.500000,0.047594,568000
1977-08-10,1.500000,1.521875,1.500000,1.521875,0.048288,363200
1977-08-11,1.525000,1.543750,1.525000,1.531250,0.048585,2184000
1977-08-12,1.531250,1.537500,1.518750,1.531250,0.048585,963200
1977-08-15,1.528125,1.528125,1.459375,1.462500,0.046404,5915200
1977-08-16,1.459375,1.459375,1.431250,1.459375,0.046305,3824000
1977-08-17,1.462500,1.496875,1.462500,1.475000,0.046800,1520000
1977-08-18,1.475000,1.475000,1.456250,1.468750,0.046602,683200
1977-08-19,1.468750,1.468750,1.453125,1.456250,0.046206,928000
1977-08-22,1.453125,1.453125,1.431250,1.450000,0.046007,1227200
1977-08-23,1.450000,1.453125,1.443750,1.446875,0.045908,1123200
1977-08-24,1.446875,1.446875,1.421875,1.421875,0.045115,1896000
1977-08-25,1.415625,1.415625,1.375000,1.375000,0.043628,1011200
1977-08-26,1.375000,1.387500,1.350000,1.387500,0.044024,1635200
1977-08-29,1.387500,1.400000,1.381250,1.393750,0.044222,1304000
1977-08-30,1.393750,1.396875,1.387500,1.390625,0.044123,179200
1977-08-31,1.390625,1.396875,1.381250,1.396875,0.044322,136000
1977-09-01,1.396875,1.406250,1.390625,1.403125,0.044520,379200
1977-09-02,1.406250,1.412500,1.406250,1.412500,0.044817,155200
1977-09-06,1.412500,1.418750,1.406250,1.412500,0.044817,139200
1977-09-07,1.406250,1.406250,1.393750,1.400000,0.044421,136000
1977-09-08,1.400000,1.400000,1.378125,1.381250,0.043826,712000
1977-09-09,1.375000,1.375000,1.356250,1.362500,0.043231,608000
1977-09-12,1.362500,1.365625,1.350000,1.356250,0.043033,240000
1977-09-13,1.356250,1.362500,1.350000,1.350000,0.042834,312000
1977-09-14,1.350000,1.359375,1.343750,1.359375,0.043132,128000
1977-09-15,1.356250,1.356250,1.331250,1.337500,0.042438,595200
1977-09-16,1.337500,1.346875,1.328125,1.328125,0.042140,395200
1977-09-19,1.328125,1.337500,1.325000,1.331250,0.042239,616000
1977-09-20,1.331250,1.334375,1.325000,1.331250,0.042239,139200
1977-09-21,1.337500,1.346875,1.337500,1.340625,0.042537,440000
1977-09-22,1.337500,1.337500,1.334375,1.334375,0.042339,403200
1977-09-23,1.334375,1.334375,1.325000,1.331250,0.042239,419200
1977-09-26,1.331250,1.331250,1.318750,1.331250,0.042239,400000
1977-09-27,1.331250,1.337500,1.325000,1.328125,0.042140,435200
1977-09-28,1.328125,1.337500,1.325000,1.334375,0.042339,1507200
1977-09-29,1.334375,1.350000,1.334375,1.350000,0.042834,616000
1977-09-30,1.353125,1.362500,1.353125,1.356250,0.043033,323200
1977-10-03,1.356250,1.368750,1.356250,1.362500,0.043231,744000
1977-10-04,1.362500,1.365625,1.340625,1.343750,0.042636,899200
1977-10-05,1.340625,1.340625,1.328125,1.334375,0.042339,1096000
1977-10-06,1.334375,1.340625,1.328125,1.328125,0.042140,1200000
1977-10-07,1.328125,1.334375,1.325000,1.328125,0.042140,99200
1977-10-10,1.328125,1.328125,1.287500,1.293750,0.041050,1099200
1977-10-11,1.293750,1.300000,1.212500,1.212500,0.038472,1235200
1977-10-12,1.206250,1.206250,1.175000,1.206250,0.038273,3283200
1977-10-13,1.206250,1.234375,1.187500,1.187500,0.037678,2843200
1977-10-14,1.187500,1.200000,1.181250,1.190625,0.037778,1016000
1977-10-17,1.193750,1.203125,1.193750,1.200000,0.038075,1387200
1977-10-18,1.206250,1.221875,1.206250,1.212500,0.038472,515200
1977-10-19,1.206250,1.206250,1.193750,1.193750,0.037877,1104000
1977-10-20,1.193750,1.206250,1.193750,1.206250,0.038273,395200
1977-10-21,1.206250,1.206250,1.193750,1.200000,0.038075,408000
1977-10-24,1.193750,1.193750,1.184375,1.190625,0.037778,376000
1977-10-25,1.184375,1.184375,1.159375,1.159375,0.036786,707200
1977-10-26,1.156250,1.156250,1.134375,1.150000,0.036488,1456000
1977-10-27,1.146875,1.146875,1.112500,1.125000,0.035695,2168000
1977-10-28,1.125000,1.131250,1.112500,1.131250,0.035894,1403200
1977-10-31,1.137500,1.150000,1.137500,1.150000,0.036488,168000
1977-11-01,1.143750,1.143750,1.140625,1.143750,0.036290,296000
1977-11-02,1.143750,1.150000,1.143750,1.146875,0.036389,528000
1977-11-03,1.146875,1.162500,1.146875,1.156250,0.036687,312000
1977-11-04,1.162500,1.175000,1.162500,1.171875,0.037183,259200
1977-11-07,1.181250,1.212500,1.181250,1.193750,0.037877,728000
1977-11-08,1.206250,1.218750,1.206250,1.212500,0.038472,440000
1977-11-09,1.212500,1.243750,1.212500,1.243750,0.039463,616000
1977-11-10,1.243750,1.262500,1.231250,1.256250,0.039860,915200
1977-11-11,1.262500,1.300000,1.262500,1.275000,0.040455,1536000
1977-11-14,1.275000,1.281250,1.259375,1.259375,0.039959,291200
1977-11-15,1.259375,1.287500,1.256250,1.275000,0.040455,851200
1977-11-16,1.275000,1.284375,1.256250,1.256250,0.039860,576000
1977-11-17,1.256250,1.256250,1.246875,1.246875,0.039562,331200
1977-11-18,1.246875,1.250000,1.206250,1.206250,0.038273,1560000
1977-11-21,1.212500,1.228125,1.212500,1.228125,0.038967,315200
1977-11-22,1.228125,1.262500,1.221875,1.243750,0.039463,544000
1977-11-23,1.268750,1.287500,1.268750,1.287500,0.040851,563200
1977-11-25,1.287500,1.287500,1.268750,1.268750,0.040256,976000
1977-11-28,1.262500,1.262500,1.237500,1.237500,0.039265,2003200
1977-11-29,1.231250,1.231250,1.187500,1.193750,0.037877,1512000
1977-11-30,1.193750,1.212500,1.175000,1.206250,0.038273,1171200
1977-12-01,1.212500,1.234375,1.212500,1.228125,0.038967,760000
1977-12-02,1.228125,1.228125,1.221875,1.221875,0.038769,1443200
1977-12-05,1.221875,1.225000,1.218750,1.221875,0.038769,984000
1977-12-06,1.221875,1.225000,1.200000,1.200000,0.038075,792000
1977-12-07,1.200000,1.203125,1.193750,1.193750,0.037877,203200
1977-12-08,1.200000,1.209375,1.200000,1.200000,0.038075,352000
1977-12-09,1.200000,1.212500,1.200000,1.212500,0.038472,179200
1977-12-12,1.218750,1.231250,1.218750,1.218750,0.038670,144000
1977-12-13,1.215625,1.215625,1.193750,1.193750,0.037877,456000
1977-12-14,1.193750,1.193750,1.181250,1.193750,0.037877,696000
1977-12-15,1.193750,1.193750,1.175000,1.175000,0.037282,472000
1977-12-16,1.175000,1.178125,1.159375,1.162500,0.036885,104000
1977-12-19,1.159375,1.159375,1.125000,1.131250,0.035894,1872000
1977-12-20,1.125000,1.125000,1.112500,1.121875,0.035596,523200
1977-12-21,1.121875,1.134375,1.121875,1.125000,0.035695,555200
1977-12-22,1.125000,1.143750,1.125000,1.125000,0.035695,528000
1977-12-23,1.125000,1.134375,1.125000,1.131250,0.035894,1400000
1977-12-27,1.131250,1.143750,1.128125,1.128125,0.035794,163200
1977-12-28,1.128125,1.150000,1.128125,1.150000,0.036488,448000
1977-12-29,1.150000,1.171875,1.143750,1.168750,0.037083,1251200
1977-12-30,1.162500,1.162500,1.140625,1.143750,0.036290,576000
1978-01-03,1.143750,1.150000,1.131250,1.137500,0.036092,195200
1978-01-04,1.134375,1.134375,1.093750,1.109375,0.035200,1552000
1978-01-05,1.109375,1.121875,1.106250,1.112500,0.035299,656000
1978-01-06,1.103125,1.103125,1.081250,1.096875,0.034803,792000
1978-01-09,1.071875,1.071875,1.046875,1.046875,0.033216,1251200
1978-01-10,1.046875,1.046875,1.009375,1.028125,0.032622,2480000
1978-01-11,1.028125,1.040625,1.025000,1.025000,0.032522,1160000
1978-01-12,1.025000,1.043750,1.025000,1.031250,0.032721,520000
1978-01-13,1.034375,1.046875,1.034375,1.043750,0.033117,360000
1978-01-16,1.040625,1.040625,1.021875,1.031250,0.032721,840000
1978-01-17,1.034375,1.050000,1.034375,1.050000,0.033316,216000
1978-01-18,1.059375,1.075000,1.059375,1.075000,0.034109,123200
1978-01-19,1.075000,1.084375,1.068750,1.071875,0.034010,283200
1978-01-20,1.071875,1.075000,1.068750,1.068750,0.033911,27200
1978-01-23,1.068750,1.071875,1.050000,1.065625,0.033811,440000
1978-01-24,1.062500,1.062500,1.053125,1.056250,0.033514,336000
1978-01-25,1.056250,1.062500,1.050000,1.056250,0.033514,387200
1978-01-26,1.056250,1.062500,1.037500,1.037500,0.032919,267200
1978-01-27,1.037500,1.043750,1.031250,1.031250,0.032721,179200
1978-01-30,1.031250,1.031250,1.025000,1.028125,0.032622,152000
1978-01-31,1.028125,1.031250,1.018750,1.021875,0.032423,288000
1978-02-01,1.021875,1.037500,1.021875,1.034375,0.032820,363200
1978-02-02,1.037500,1.050000,1.037500,1.040625,0.033018,424000
1978-02-03,1.040625,1.040625,1.031250,1.040625,0.033018,128000
1978-02-06,1.037500,1.037500,1.028125,1.034375,0.032820,395200
1978-02-07,1.037500,1.043750,1.037500,1.043750,0.033117,256000
1978-02-08,1.046875,1.059375,1.046875,1.059375,0.033613,427200
1978-02-09,1.059375,1.059375,1.050000,1.050000,0.033316,408000
1978-02-10,1.050000,1.050000,1.043750,1.043750,0.033117,187200
1978-02-13,1.043750,1.043750,1.034375,1.037500,0.032919,640000
1978-02-14,1.037500,1.037500,1.012500,1.012500,0.032126,1907200
1978-02-15,1.012500,1.018750,0.987500,0.987500,0.031333,1544000
1978-02-16,0.981250,0.981250,0.962500,0.968750,0.030738,1227200
1978-02-17,0.968750,0.975000,0.968750,0.968750,0.030738,144000
1978-02-21,0.956250,0.956250,0.925000,0.931250,0.029548,451200
1978-02-22,0.931250,0.943750,0.925000,0.934375,0.029647,656000
1978-02-23,0.934375,0.937500,0.928125,0.937500,0.029746,368000
1978-02-24,0.943750,0.981250,0.943750,0.975000,0.030936,1384000
1978-02-27,0.975000,0.993750,0.975000,0.975000,0.030936,416000
1978-02-28,0.975000,0.981250,0.968750,0.981250,0.031134,291200
1978-03-01,0.981250,0.993750,0.978125,0.990625,0.031432,408000
1978-03-02,0.996875,1.018750,0.996875,1.015625,0.032225,368000
1978-03-03,1.025000,1.031250,1.025000,1.031250,0.032721,1336000
1978-03-06,1.025000,1.025000,1.006250,1.015625,0.032225,112000
1978-03-07,1.015625,1.018750,1.009375,1.018750,0.032324,123200
1978-03-08,1.018750,1.059375,1.018750,1.059375,0.033613,672000
1978-03-09,1.059375,1.100000,1.059375,1.084375,0.034406,896000
1978-03-10,1.087500,1.100000,1.087500,1.087500,0.034505,528000
1978-03-13,1.078125,1.078125,1.006250,1.015625,0.032225,1296000
1978-03-14,1.000000,1.000000,0.968750,0.996875,0.031630,1232000
1978-03-15,0.996875,1.037500,0.975000,1.037500,0.032919,992000
1978-03-16,1.037500,1.050000,1.037500,1.043750,0.033117,731200
1978-03-17,1.046875,1.053125,1.046875,1.050000,0.033316,195200
1978-03-20,1.050000,1.056250,1.037500,1.056250,0.033514,424000
1978-03-21,1.056250,1.062500,1.050000,1.050000,0.033316,384000
1978-03-22,1.050000,1.050000,1.031250,1.037500,0.032919,160000
1978-03-23,1.037500,1.043750,1.034375,1.043750,0.033117,299200
1978-03-27,1.043750,1.050000,1.037500,1.046875,0.033216,136000
1978-03-28,1.046875,1.068750,1.034375,1.065625,0.033811,563200
1978-03-29,1.081250,1.109375,1.081250,1.109375,0.035200,1160000
1978-03-30,1.109375,1.131250,1.109375,1.109375,0.035200,2032000
1978-03-31,1.100000,1.100000,1.068750,1.087500,0.034505,1995200
1978-04-03,1.087500,1.087500,1.075000,1.084375,0.034406,264000
1978-04-04,1.084375,1.093750,1.084375,1.084375,0.034406,312000
1978-04-05,1.090625,1.156250,1.090625,1.153125,0.036588,896000
1978-04-06,1.150000,1.150000,1.134375,1.134375,0.035993,563200
1978-04-07,1.134375,1.146875,1.134375,1.143750,0.036290,403200
1978-04-10,1.143750,1.146875,1.137500,1.146875,0.036389,475200
1978-04-11,1.146875,1.146875,1.140625,1.143750,0.036290,584000
1978-04-12,1.146875,1.184375,1.146875,1.178125,0.037381,739200
1978-04-13,1.187500,1.212500,1.187500,1.196875,0.037976,1331200
1978-04-14,1.243750,1.275000,1.243750,1.259375,0.039959,1984000
1978-04-17,1.268750,1.318750,1.268750,1.271875,0.040355,2304000
1978-04-18,1.268750,1.268750,1.246875,1.246875,0.039562,1683200
1978-04-19,1.246875,1.262500,1.246875,1.262500,0.040058,616000
1978-04-20,1.275000,1.290625,1.275000,1.284375,0.040752,1019200
1978-04-21,1.284375,1.284375,1.256250,1.256250,0.039860,1376000
1978-04-24,1.256250,1.256250,1.240625,1.253125,0.039761,592000
1978-04-25,1.253125,1.265625,1.253125,1.253125,0.039761,531200
1978-04-26,1.253125,1.262500,1.250000,1.256250,0.039860,712000
1978-04-27,1.250000,1.250000,1.240625,1.240625,0.039364,560000
1978-04-28,1.240625,1.250000,1.234375,1.246875,0.039562,296000
1978-05-01,1.246875,1.293750,1.246875,1.278125,0.040554,731200
1978-05-02,1.278125,1.300000,1.262500,1.300000,0.041248,1760000
1978-05-03,1.300000,1.328125,1.300000,1.321875,0.041942,3515200
1978-05-04,1.321875,1.362500,1.306250,1.362500,0.043231,4080000
1978-05-05,1.362500,1.393750,1.356250,1.387500,0.044024,3576000
1978-05-08,1.387500,1.387500,1.356250,1.356250,0.043033,499200
1978-05-09,1.356250,1.371875,1.343750,1.343750,0.042636,1035200
1978-05-10,1.343750,1.371875,1.343750,1.362500,0.043231,1216000
1978-05-11,1.362500,1.403125,1.359375,1.400000,0.044421,1339200
1978-05-12,1.415625,1.487500,1.415625,1.453125,0.046106,2915200
1978-05-15,1.453125,1.481250,1.431250,1.481250,0.046999,1656000
1978-05-16,1.481250,1.531250,1.481250,1.484375,0.047098,3443200
1978-05-17,1.484375,1.490625,1.456250,1.465625,0.046503,1779200
1978-05-18,1.465625,1.478125,1.418750,1.425000,0.045214,1632000
1978-05-19,1.425000,1.428125,1.375000,1.400000,0.044421,1416000
1978-05-22,1.400000,1.475000,1.393750,1.465625,0.046503,1000000
1978-05-23,1.465625,1.500000,1.453125,1.453125,0.046106,800000
1978-05-24,1.437500,1.437500,1.418750,1.428125,0.045313,539200
1978-05-25,1.428125,1.456250,1.425000,1.425000,0.045214,763200
1978-05-26,1.425000,1.446875,1.425000,1.431250,0.045412,848000
1978-05-30,1.431250,1.475000,1.431250,1.475000,0.046800,539200
1978-05-31,1.481250,1.509375,1.481250,1.503125,0.047693,2552000
1978-06-01,1.509375,1.546875,1.509375,1.525000,0.048387,2944000
1978-06-02,1.525000,1.534375,1.518750,1.531250,0.048585,856000
1978-06-05,1.534375,1.590625,1.534375,1.587500,0.050370,2312000
1978-06-06,1.593750,1.618750,1.593750,1.593750,0.050568,2504000
1978-06-07,1.593750,1.596875,1.584375,1.596875,0.050667,808000
1978-06-08,1.596875,1.606250,1.584375,1.587500,0.050370,648000
1978-06-09,1.587500,1.590625,1.575000,1.578125,0.050073,1408000
1978-06-12,1.675000,1.706250,1.675000,1.687500,0.053543,9536000
1978-06-13,1.687500,1.912500,1.684375,1.887500,0.059889,14912000
1978-06-14,1.887500,1.943750,1.862500,1.875000,0.059492,8227200
1978-06-15,1.875000,1.925000,1.865625,1.912500,0.060682,3584000
1978-06-16,1.912500,1.956250,1.906250,1.915625,0.060781,2987200
1978-06-19,1.909375,1.909375,1.871875,1.875000,0.059492,2408000
1978-06-20,1.875000,1.896875,1.862500,1.875000,0.059492,2875200
1978-06-21,1.875000,1.878125,1.831250,1.871875,0.059393,4163200
1978-06-22,1.881250,1.931250,1.881250,1.931250,0.061277,2680000
1978-06-23,1.943750,2.012500,1.943750,1.975000,0.062665,3115200
1978-06-26,1.975000,1.987500,1.925000,1.925000,0.061079,1264000
1978-06-27,1.925000,1.946875,1.900000,1.928125,0.061178,1731200
1978-06-28,1.928125,1.962500,1.912500,1.946875,0.061773,1120000
1978-06-29,1.946875,1.962500,1.928125,1.928125,0.061178,971200
1978-06-30,1.928125,1.931250,1.912500,1.915625,0.060781,315200
1978-07-03,1.906250,1.906250,1.843750,1.843750,0.058501,1083200
1978-07-05,1.825000,1.825000,1.787500,1.825000,0.057906,2179200
1978-07-06,1.825000,1.837500,1.800000,1.809375,0.057410,888000
1978-07-07,1.809375,1.809375,1.750000,1.787500,0.056716,2043200
1978-07-10,1.787500,1.825000,1.762500,1.825000,0.057906,971200
1978-07-11,1.825000,1.846875,1.812500,1.837500,0.058302,1003200
1978-07-12,1.837500,1.856250,1.834375,1.837500,0.058302,723200
1978-07-13,1.831250,1.831250,1.812500,1.825000,0.057906,659200
1978-07-14,1.825000,1.918750,1.818750,1.912500,0.060682,1755200
1978-07-17,1.912500,1.912500,1.837500,1.837500,0.058302,1563200
1978-07-18,1.837500,1.843750,1.812500,1.840625,0.058401,552000
1978-07-19,1.840625,1.875000,1.840625,1.865625,0.059195,680000
1978-07-20,1.865625,1.884375,1.856250,1.868750,0.059294,1304000
1978-07-21,1.868750,1.868750,1.856250,1.862500,0.059096,584000
1978-07-24,1.862500,1.881250,1.856250,1.881250,0.059690,867200
1978-07-25,1.887500,2.006250,1.887500,2.006250,0.063657,1411200
